
timestamp,Fruges Wind Speed [100 m],Fruges Wind Direction [100 m]
20190701T1100,6.203225,268.1524
20190701T1200,5.2469034,262.3332
20190701T1300,5.9682493,261.32684
20190701T1400,6.2513995,262.6476
20190701T1500,6.166036,261.6071
20190701T1600,6.2289643,264.47247
20190701T1700,6.203225,271.84763
20190701T1800,6.1073728,272.81555
20190701T1900,6.152235,277.47156
20190701T2000,6.1983867,280.22217
20190701T2100,5.4451814,277.38605
20190701T2200,4.7169905,274.8645
20190701T2300,3.8470767,278.97263
20190702T0000,3.354102,280.30487
20190702T0100,2.5612497,308.65982
20190702T0200,2.1540658,338.1986
20190702T0300,2.8635643,347.90524
20190702T0400,4.2296567,353.21106
20190702T0500,5.0039983,2.2906036
20190702T0600,5.5731497,9.293304
20190702T0700,5.5785303,14.534454
20190702T0800,4.4271884,18.434952
20190702T0900,3.535534,28.739777
20190702T1000,2.5238857,33.690063
20190702T1100,2.570992,13.495728
20190702T1200,2.2472203,20.854446
20190702T1300,2.2472203,20.854446
20190702T1400,2.184033,15.945404
20190702T1500,2.376973,14.620865
20190702T1600,2.8160257,16.504364
20190702T1700,3.4481878,16.858398
20190702T1800,4.244997,15.018356
20190702T1900,5.4571056,13.781601
20190702T2000,6.203225,20.772247
20190702T2100,6.574192,26.175278
20190702T2200,6.946222,30.256424
20190702T2300,6.8883963,39.699066
20190703T0000,6.811754,40.236343
20190703T0100,7.0724816,43.854233
20190703T0200,7.071068,44.999985
20190703T0300,7.2862887,43.33165
20190703T0400,7.0035706,46.735703
20190703T0500,6.9310894,46.16913
20190703T0600,7.212489,44.999985
20190703T0700,6.8014703,48.576324
20190703T0800,6.0827627,46.3322
20190703T0900,6.5053825,44.999985
20190703T1000,7.076722,42.70938
20190703T1100,7.291776,42.220825
20190703T1200,6.788225,44.999985
20190703T1300,7.2138753,43.876694
20190703T1400,7.35527,43.898285
20190703T1500,7.1421285,44.432724
20190703T1600,7.076722,47.29059
20190703T1700,7.2138753,46.123276
20190703T1800,7.496666,46.080917
20190703T1900,8.065978,42.990448
20190703T2000,8.381527,35.776062
20190703T2100,8.653323,33.690063
20190703T2200,8.800568,36.218826
20190703T2300,8.720665,40.81508
20190704T0000,8.655634,40.314102
20190704T0100,8.354639,47.910828
20190704T0200,8.156592,49.4749
20190704T0300,7.683749,51.34018
20190704T0400,7.2801104,52.815292
20190704T0500,7.080254,53.615646
20190704T0600,6.5734315,56.793427
20190704T0700,6.2769423,59.34932
20190704T0800,5.5226803,58.324516
20190704T0900,5.188449,62.447174
20190704T1000,5.1429563,63.43495
20190704T1100,4.7885275,61.294044
20190704T1200,4.3011627,72.40757
20190704T1300,3.8327537,74.87599
20190704T1400,3.352611,72.64597
20190704T1500,3.0870697,65.09524
20190704T1600,2.8017852,55.1755
20190704T1700,2.8999999,46.397186
20190704T1800,2.6870058,44.999985
20190704T1900,3.0528674,31.607498
20190704T2000,3.939543,23.962494
20190704T2100,4.701064,23.83873
20190704T2200,5.456189,26.095428
20190704T2300,5.060632,37.775665
20190705T0000,3.6400552,52.815292
20190705T0100,2.404163,73.07248
20190705T0200,1.5033296,93.81408
20190705T0300,0.5830952,59.036232
20190705T0400,1.264911,341.56506
20190705T0500,1.4866068,312.27368
20190705T0600,2.6907248,318.01282
20190705T0700,2.6172504,313.45184
20190705T0800,2.433105,279.46234
20190705T0900,1.9416487,281.88867
20190705T1000,1.8027756,303.69006
20190705T1100,1.2529964,298.61047
20190705T1200,0.22360681,243.43495
20190705T1300,0.5,270.0
20190705T1400,1.104536,264.80557
20190705T1500,2.1023796,272.72632
20190705T1600,3.0805843,283.13403
20190705T1700,3.1384711,292.47943
20190705T1800,3.0610456,308.3675
20190705T1900,3.3301651,311.34778
20190705T2000,3.679674,317.2026
20190705T2100,3.2202485,334.23068
20190705T2200,3.2,360.0
20190705T2300,2.641969,29.475876
20190706T0000,1.0816654,33.690063
20190706T0100,0.56568545,44.999985
20190706T0200,1.3341664,192.99461
20190706T0300,2.0615528,202.83365
20190706T0400,2.86007,216.46924
20190706T0500,3.6124785,228.36647
20190706T0600,4.3011627,234.46233
20190706T0700,6.105735,238.3925
20190706T0800,5.0695167,255.14139
20190706T0900,3.6055512,266.8202
20190706T1000,3.4014704,271.6847
20190706T1100,3.238827,278.88065
20190706T1200,1.5033296,266.1859
20190706T1300,1.9104973,276.009
20190706T1400,2.9614186,258.31064
20190706T1500,3.0,270.0
20190706T1600,3.7215588,300.6997
20190706T1700,4.244997,313.09088
20190706T1800,4.3416586,331.0736
20190706T1900,4.219004,354.5597
20190706T2000,4.2755113,10.7842865
20190706T2100,5.0159745,23.49855
20190706T2200,5.714018,32.855713
20190706T2300,5.1623635,45.784805
20190707T0000,4.031129,43.994904
20190707T0100,4.675468,41.53177
20190707T0200,5.0249376,42.58049
20190707T0300,5.1623635,44.215164
20190707T0400,4.7201695,53.61563
20190707T0500,3.9962482,58.29856
20190707T0600,4.360046,53.392914
20190707T0700,5.0,53.130096
20190707T0800,5.2478566,59.036232
20190707T0900,5.235456,61.476868
20190707T1000,4.9739323,59.82647
20190707T1100,4.2544093,66.44773
20190707T1200,3.2202485,64.23067
20190707T1300,3.443835,64.17901
20190707T1400,3.5468295,68.49856
20190707T1500,3.1953092,69.86369
20190707T1600,3.3120992,61.11342
20190707T1700,3.538361,42.70938
20190707T1800,4.080441,36.027374
20190707T1900,4.701064,38.08876
20190707T2000,5.6222773,38.50064
20190707T2100,6.0307546,40.29213
20190707T2200,6.22254,44.999985
20190707T2300,5.7384667,48.532303
20190708T0000,5.517246,46.468796
20190708T0100,5.672742,49.289154
20190708T0200,5.507268,60.64225
20190708T0300,5.27731,62.9494
20190708T0400,4.8754487,64.48612
20190708T0500,4.7423625,65.0561
20190708T0600,4.830114,62.90444
20190708T0700,4.609772,65.658905
20190708T0800,3.613862,75.57923
20190708T0900,2.6476402,79.11447
20190708T1000,2.529822,71.56504
20190708T1100,2.9681644,57.380745
20190708T1200,3.538361,42.70938
20190708T1300,3.9962482,31.701416
20190708T1400,5.011986,28.610443
20190708T1500,5.6435804,29.744873
20190708T1600,5.283938,29.475876
20190708T1700,4.8877397,30.76271
20190708T1800,4.9396353,31.759476
20190708T1900,5.3009434,35.78897
20190708T2000,5.663921,42.137573
20190708T2100,5.663921,47.862396
20190708T2200,5.3009434,54.21102
20190708T2300,5.2430906,55.097496
20190709T0000,5.021952,54.727577
20190709T0100,4.6872168,56.30993
20190709T0200,4.632494,57.33908
20190709T0300,4.614109,60.101105
20190709T0400,4.8877397,59.237274
20190709T0500,5.147815,60.945396
20190709T0600,5.6859474,66.13982
20190709T0700,5.4571056,76.2184
20190709T0800,4.509989,86.18592
20190709T0900,4.4,89.99999
20190709T1000,4.2296567,96.78896
20190709T1100,3.765634,100.71312
20190709T1200,2.2825425,118.81079
20190709T1300,1.4560219,105.9454
20190709T1400,1.2369317,75.96376
20190709T1500,1.4866068,42.27368
20190709T1600,1.8867962,32.005356
20190709T1700,2.059126,29.05458
20190709T1800,2.4351592,19.179016
20190709T1900,2.376973,14.620865
20190709T2000,2.9614186,11.689362
20190709T2100,4.1231055,14.03624
20190709T2200,4.88467,22.890549
20190709T2300,4.89183,40.855362
20190710T0000,4.7169905,68.875275
20190710T0100,4.3,89.99999
20190710T0200,3.8483763,114.56717
20190710T0300,3.1241,129.80557
20190710T0400,2.4839485,130.1009
20190710T0500,2.1633308,123.69006
20190710T0600,2.5612497,141.34018
20190710T0700,3.51141,160.01689
20190710T0800,3.6124783,175.23636
20190710T0900,2.3537204,192.26477
20190710T1000,2.5,216.8699
20190710T1100,2.624881,229.63547
20190710T1200,2.4596748,243.43495
20190710T1300,2.9832869,256.42957
20190710T1400,3.026549,262.40536
20190710T1500,3.3,270.0
20190710T1600,4.318565,275.31454
20190710T1700,4.0792155,281.30994
20190710T1800,3.1320918,286.69925
20190710T1900,3.130495,296.56506
20190710T2000,3.0610456,308.3675
20190710T2100,2.3345237,316.73572
20190710T2200,1.0770329,338.1986
20190710T2300,0.6708204,153.43495
20190711T0000,2.3086793,197.65013
20190711T0100,2.720294,197.10272
20190711T0200,3.3015149,215.13419
20190711T0300,3.7121422,242.74467
20190711T0400,4.341659,262.05652
20190711T0500,5.2153616,274.3987
20190711T0600,4.6270943,276.20346
20190711T0700,3.8,270.0
20190711T0800,4.0199504,264.28943
20190711T0900,3.905125,256.67548
20190711T1000,4.049691,249.77515
20190711T1100,4.4944406,249.14554
20190711T1200,3.6055512,250.55997
20190711T1300,4.1303754,263.04706
20190711T1400,4.504442,267.4552
20190711T1500,4.501111,268.727
20190711T1600,4.8093657,266.42368
20190711T1700,5.1,270.0
20190711T1800,4.90408,272.3373
20190711T1900,4.6010866,271.24536
20190711T2000,4.925444,264.17368
20190711T2100,5.842089,263.1183
20190711T2200,5.731492,263.991
20190711T2300,5.2952805,259.11447
20190712T0000,6.0299253,264.28943
20190712T0100,6.0827627,260.5377
20190712T0200,6.1814237,260.69006
20190712T0300,6.166036,261.6071
20190712T0400,5.813777,266.0548
20190712T0500,6.000833,269.04517
20190712T0600,6.2,270.0
20190712T0700,5.8008623,269.01224
20190712T0800,5.400926,268.9391
20190712T0900,5.400926,271.0609
20190712T1000,6.0133185,273.8141
20190712T1100,6.512296,273.52145
20190712T1200,4.2201896,283.70697
20190712T1300,5.178803,280.008
20190712T1400,6.4132676,280.7843
20190712T1500,7.912016,286.14435
20190712T1600,7.692204,296.23193
20190712T1700,7.392564,300.0333
20190712T1800,7.256032,299.74487
20190712T1900,6.896376,299.5388
20190712T2000,5.903389,296.131
20190712T2100,4.9335585,287.70044
20190712T2200,4.964876,288.7999
20190712T2300,4.5793014,301.6075
20190713T0000,3.9824615,321.1155
20190713T0100,3.4785054,341.56506
20190713T0200,3.535534,351.8699
20190713T0300,3.7854989,347.79956
20190713T0400,4.609772,347.4712
20190713T0500,5.3935146,349.31512
20190713T0600,5.1623635,351.08508
20190713T0700,5.001,358.85425
20190713T0800,5.3009434,1.0809326
20190713T0900,5.223983,5.492325
20190713T1000,5.0358715,6.8427734
20190713T1100,5.4037027,2.1210938
20190713T1200,3.7696154,21.801407
20190713T1300,4.0447497,8.530762
20190713T1400,4.8,360.0
20190713T1500,5.8,360.0
20190713T1600,6.303174,1.8182983
20190713T1700,6.2289643,5.527527
20190713T1800,6.3505907,7.236908
20190713T1900,6.3788714,9.019318
20190713T2000,6.1188235,11.309921
20190713T2100,5.508176,15.8025055
20190713T2200,5.8309517,22.166351
20190713T2300,5.500909,27.030853
20190714T0000,5.1078367,23.051285
20190714T0100,5.5470715,33.976532
20190714T0200,5.4671745,39.805573
20190714T0300,4.7801676,37.349335
20190714T0400,4.243819,34.43898
20190714T0500,4.0249224,26.565033
20190714T0600,4.464303,15.592804
20190714T0700,5.0921507,19.502441
20190714T0800,5.7245083,27.012665
20190714T0900,6.046487,34.2157
20190714T1000,6.4070277,34.18611
20190714T1100,6.5734315,33.20656
20190714T1200,6.0440054,38.955902
20190714T1300,6.481512,38.107574
20190714T1400,6.7675695,34.159683
20190714T1500,6.9771056,27.29956
20190714T1600,7.5026665,21.092346
20190714T1700,8.036168,16.630936
20190714T1800,7.858753,14.743561
20190714T1900,8.028076,13.690033
20190714T2000,7.940403,16.837463
20190714T2100,7.539231,21.801407
20190714T2200,7.209022,23.720383
20190714T2300,6.7542577,25.42688
20190715T0000,5.9808025,20.556046
20190715T0100,5.8821764,17.818878
20190715T0200,5.536244,20.071518
20190715T0300,5.0328918,20.955765
20190715T0400,4.588028,16.460007
20190715T0500,4.609772,12.528793
20190715T0600,4.4384685,14.349319
20190715T0700,4.0521603,15.751175
20190715T0800,3.6687872,17.44719
20190715T0900,4.9396353,31.759476
20190715T1000,4.3829217,27.149673
20190715T1100,4.2953463,24.775131
20190715T1200,3.6715121,29.357742
20190715T1300,3.757659,25.201126
20190715T1400,3.8078866,23.198593
20190715T1500,3.8483763,24.56717
20190715T1600,4.2544093,23.552261
20190715T1700,4.9658837,25.016876
20190715T1800,5.5470715,27.950958
20190715T1900,5.714018,32.855713
20190715T2000,5.420332,37.504135
20190715T2100,4.763402,39.035507
20190715T2200,4.5793014,31.607498
20190715T2300,4.8332186,24.443954
20190716T0000,4.9396358,21.370605
20190716T0100,4.5793014,31.607498
20190716T0200,4.031129,43.994904
20190716T0300,3.538361,47.29059
20190716T0400,3.1827662,43.726974
20190716T0500,2.9732137,42.27368
20190716T0600,3.04795,41.009094
20190716T0700,2.9732137,47.726303
20190716T0800,2.624881,49.635452
20190716T0900,1.9849433,49.085617
20190716T1000,2.4839485,49.89908
20190716T1100,2.3345237,46.735703
20190716T1200,2.4166093,65.55604
20190716T1300,2.236068,63.43495
20190716T1400,1.8788295,64.79888
20190716T1500,1.6401219,52.431404
20190716T1600,1.6643317,32.735214
20190716T1700,1.8384776,22.380127
20190716T1800,2.0880613,16.69925
20190716T1900,2.376973,14.620865
20190716T2000,2.624881,17.74466
20190716T2100,3.1016126,20.772247
20190716T2200,3.6715121,29.357742
20190716T2300,3.9623227,47.045395
20190717T0000,2.7730849,64.358986
20190717T0100,3.0364454,72.75854
20190717T0200,3.0594118,78.69006
20190717T0300,3.1144822,84.47246
20190717T0400,3.3,89.99999
20190717T0500,3.1400635,99.162346
20190717T0600,3.1016126,110.772255
20190717T0700,2.9681644,122.61925
20190717T0800,2.758623,133.53119
20190717T0900,2.0518284,133.02505
20190717T1000,1.7029386,130.23636
20190717T1100,1.6401219,127.56859
20190717T1200,2.5495098,138.17982
20190717T1300,1.8788295,154.79887
20190717T1400,1.6,180.0
20190717T1500,1.9235384,207.89728
20190717T1600,1.9209373,231.3402
20190717T1700,2.6076808,265.6013
20190717T1800,3.905125,283.32452
20190717T1900,5.3160133,286.38956
20190717T2000,5.9439044,282.63336
20190717T2100,5.4332314,276.34018
20190717T2200,4.104875,267.2073
20190717T2300,3.710795,255.96376
20190718T0000,3.6124783,274.76364
20190718T0100,4.1,257.31964
20190718T0200,6.103278,251.86191
20190718T0300,5.9774575,252.47443
20190718T0400,5.8180757,245.63754
20190718T0500,6.488451,241.46002
20190718T0600,6.2265563,240.14099
20190718T0700,6.105735,238.3925
20190718T0800,8.1541395,246.89368
20190718T0900,7.692204,243.76807
20190718T1000,7.7025967,240.43965
20190718T1100,7.600658,237.35536
20190718T1200,8.508819,240.42216
20190718T1300,8.947066,242.00285
20190718T1400,9.80867,246.57132
20190718T1500,9.585927,249.86371
20190718T1600,9.108238,250.76932
20190718T1700,8.041144,248.86018
20190718T1800,7.515318,244.79889
20190718T1900,7.1175838,245.95578
20190718T2000,6.7779055,248.35556
20190718T2100,6.356886,250.70996
20190718T2200,6.6219335,255.12433
20190718T2300,6.5802736,253.21736
20190719T0000,7.038466,247.44275
20190719T0100,7.2732387,251.56506
20190719T0200,7.212489,253.07248
20190719T0300,6.6407833,251.56506
20190719T0400,6.203225,249.22775
20190719T0500,6.2649817,245.48035
20190719T0600,6.003332,240.01837
20190719T0700,6.1032777,235.00798
20190719T0800,5.5226803,238.32454
20190719T0900,4.770744,236.97614
20190719T1000,4.6010866,227.64255
20190719T1100,4.7423625,222.43623
20190719T1200,4.6861496,219.80557
20190719T1300,6.3780875,228.81409
20190719T1400,5.9816384,231.78897
20190719T1500,6.521503,215.63982
20190719T1600,6.438167,223.11182
20190719T1700,6.224147,223.69804
20190719T1800,6.3890533,219.9204
20190719T1900,5.1107726,239.42078
20190719T2000,4.6270943,263.79657
20190719T2100,4.119466,275.5722
20190719T2200,3.0149627,275.7106
20190719T2300,1.6492423,255.96376
20190720T0000,3.471311,191.63364
20190720T0100,4.101219,181.39719
20190720T0200,5.8,180.0
20190720T0300,6.8117547,183.36646
20190720T0400,7.218033,190.37584
20190720T0500,7.7201037,216.57303
20190720T0600,6.983552,240.8657
20190720T0700,6.2625875,250.40771
20190720T0800,5.056679,245.46228
20190720T0900,4.2201896,233.67317
20190720T1000,6.7201195,233.47115
20190720T1100,8.130191,238.06932
20190720T1200,8.713208,238.13402
20190720T1300,8.626702,235.38885
20190720T1400,11.473883,239.63573
20190720T1500,10.870603,242.02054
20190720T1600,10.568822,249.50742
20190720T1700,9.932775,253.0245
20190720T1800,10.381233,256.63306
20190720T1900,9.831073,260.63348
20190720T2000,8.944272,259.69516
20190720T2100,8.296988,254.62375
20190720T2200,8.271033,255.2917
20190720T2300,7.9699435,252.47443
20190721T0000,7.81089,251.3331
20190721T0100,7.6537576,252.51201
20190721T0200,7.28011,254.0546
20190721T0300,6.6940274,256.17136
20190721T0400,6.356099,257.27563
20190721T0500,6.2641835,253.30075
20190721T0600,6.074537,249.77515
20190721T0700,5.7584724,249.67686
20190721T0800,5.2201533,253.30075
20190721T0900,5.1971145,258.90628
20190721T1000,5.2952805,259.11447
20190721T1100,5.5108986,258.48618
20190721T1200,4.4922156,253.17859
20190721T1300,4.753946,247.75098
20190721T1400,5.0695167,247.98871
20190721T1500,5.2392745,256.75946
20190721T1600,5.0358715,263.15723
20190721T1700,4.7010636,268.78113
20190721T1800,4.7010636,271.21887
20190721T1900,3.9115217,274.3987
20190721T2000,3.0594118,281.30994
20190721T2100,2.2203605,262.23483
20190721T2200,2.5632012,249.44395
20190721T2300,2.8999999,223.60281
20190722T0000,5.60803,201.99113
20190722T0100,5.6435804,209.74487
20190722T0200,5.9033885,218.81139
20190722T0300,6.293648,224.35626
20190722T0400,6.5795135,226.84761
20190722T0500,6.506919,226.24536
20190722T0600,6.224147,226.30196
20190722T0700,6.43506,224.3704
20190722T0800,6.1522355,225.65854
20190722T0900,4.9819674,231.5198
20190722T1000,5.1429563,243.43495
20190722T1100,5.239275,246.37064
20190722T1200,3.1906114,237.80426
20190722T1300,3.538361,227.29062
20190722T1400,3.5468295,229.57393
20190722T1500,3.5805027,234.09029
20190722T1600,3.448188,240.46121
20190722T1700,3.104835,255.06857
20190722T1800,2.7,270.0
20190722T1900,2.5079873,293.49857
20190722T2000,3.0413814,313.6678
20190722T2100,3.7215588,329.3003
20190722T2200,3.956008,343.85568
20190722T2300,3.6,360.0
20190723T0000,2.9732137,19.653809
20190723T0100,3.5805027,35.909714
20190723T0200,3.940812,54.293304
20190723T0300,4.6238513,68.42869
20190723T0400,5.375872,80.362465
20190723T0500,5.8008623,89.01224
20190723T0600,5.9413805,96.76617
20190723T0700,6.2361846,105.81919
20190723T0800,6.0926185,113.19859
20190723T0900,5.3665633,116.56505
20190723T1000,4.294182,117.75854
20190723T1100,4.2544093,119.577835
20190723T1200,5.080354,126.19321
20190723T1300,5.3037724,134.2361
20190723T1400,5.0931325,136.59114
20190723T1500,4.8270073,140.04245
20190723T1600,4.360046,143.39293
20190723T1700,4.527693,136.7899
20190723T1800,4.609772,130.60129
20190723T1900,4.167733,120.25643
20190723T2000,4.8703184,109.17901
20190723T2100,6.865857,102.61932
20190723T2200,8.537564,103.547935
20190723T2300,9.170605,108.434944
20190724T0000,9.1268835,122.47119
20190724T0100,9.420191,127.23483
20190724T0200,9.135097,131.89397
20190724T0300,8.266196,145.3487
20190724T0400,8.850988,147.926
20190724T0500,10.012492,145.99251
20190724T0600,9.560335,164.21925
20190724T0700,7.5504966,191.45876
20190724T0800,7.4,198.92465
20190724T0900,6.8593006,224.40935
20190724T1000,6.5,247.38014
20190724T1100,6.139218,257.7749
20190724T1200,4.5122056,257.19574
20190724T1300,4.808326,253.07248
20190724T1400,4.924429,257.0926
20190724T1500,5.1478148,262.18472
20190724T1600,4.816638,265.23636
20190724T1700,4.101219,268.60284
20190724T1800,3.535534,278.1301
20190724T1900,2.751363,289.0935
20190724T2000,2.0808651,305.2176
20190724T2100,1.9313208,338.7495
20190724T2200,2.4166093,24.443954
20190724T2300,3.522783,55.4077
20190725T0000,4.360046,53.392914
20190725T0100,5.948109,63.00415
20190725T0200,7.8185678,69.0151
20190725T0300,8.551023,79.2157
20190725T0400,9.004998,88.09084
20190725T0500,9.055386,96.34019
20190725T0600,8.807384,102.45824
20190725T0700,8.509407,109.925575
20190725T0800,7.9605274,116.88693
20190725T0900,6.795587,122.98852
20190725T1000,5.0990195,131.82016
20190725T1100,4.4687805,139.53778
20190725T1200,5.0990195,154.44003
20190725T1300,4.9578223,131.7295
20190725T1400,5.1224995,128.6598
20190725T1500,6.0827627,133.66777
20190725T1600,8.324061,141.3402
20190725T1700,7.4330344,137.7263
20190725T1800,7.340981,127.806526
20190725T1900,6.963476,125.05942
20190725T2000,7.543209,128.54118
20190725T2100,7.6157727,150.06848
20190725T2200,5.3009434,144.21103
20190725T2300,6.6850576,111.96056
20190726T0000,5.1662364,194.57422
20190726T0100,2.280351,254.74487
20190726T0200,2.640076,24.623566
20190726T0300,4.527693,83.65981
20190726T0400,4.531004,112.036224
20190726T0500,1.3341664,257.00537
20190726T0600,4.6,270.0
20190726T0700,8.620905,266.0091
20190726T0800,7.5186434,283.85144
20190726T0900,6.0166435,291.44775
20190726T1000,6.0008335,293.5747
20190726T1100,6.2128897,303.17853
20190726T1200,5.6302757,289.7223
20190726T1300,5.8240876,285.9454
20190726T1400,5.5461698,295.64102
20190726T1500,5.3851647,291.8014
20190726T1600,5.9413805,276.76617
20190726T1700,7.2339478,275.55298
20190726T1800,7.2835426,278.68634
20190726T1900,6.5520988,285.9454
20190726T2000,5.5362444,286.79837
20190726T2100,5.5362444,286.79837
20190726T2200,6.166036,278.39294
20190726T2300,6.200806,270.92404
20190727T0000,5.8180757,294.36246
20190727T0100,6.412488,273.57632
20190727T0200,7.5006666,270.76392
20190727T0300,7.05195,288.178
20190727T0400,6.6287255,303.9298
20190727T0500,6.621178,295.0169
20190727T0600,7.0213957,280.6698
20190727T0700,7.42159,284.03625
20190727T0800,7.3006845,293.4047
20190727T0900,7.4060783,304.54837
20190727T1000,6.795587,302.98853
20190727T1100,7.155418,296.56506
20190727T1200,5.6938567,300.6186
20190727T1300,5.916925,300.46555
20190727T1400,5.9682493,301.29303
20190727T1500,6.742403,305.34012
20190727T1600,7.184706,304.79602
20190727T1700,6.809552,299.9536
20190727T1800,7.4323616,293.80597
20190727T1900,7.7369246,296.89624
20190727T2000,8.026207,300.7189
20190727T2100,7.666159,300.57922
20190727T2200,7.1589108,298.35498
20190727T2300,7.1589108,298.35498
20190728T0000,7.071068,315.0
20190728T0100,6.16198,318.28925
20190728T0200,5.5973206,311.37854
20190728T0300,5.742821,305.07376
20190728T0400,5.7939625,291.2505
20190728T0500,6.063827,283.34872
20190728T0600,6.293648,287.57126
20190728T0700,6.7446275,285.47864
20190728T0800,7.8339005,284.03625
20190728T0900,8.20061,285.56152
20190728T1000,8.318653,279.68878
20190728T1100,8.757282,276.55695
20190728T1200,7.2111025,266.8202
20190728T1300,8.782369,262.14667
20190728T1400,9.525754,265.78583
20190728T1500,9.533625,265.18646
20190728T1600,9.234717,265.03027
20190728T1700,9.035485,264.9204
20190728T1800,8.203658,260.88214
20190728T1900,7.3756356,257.4712
20190728T2000,6.545991,251.28827
20190728T2100,6.5,247.38014
20190728T2200,6.9857,246.37064
20190728T2300,7.068239,244.88516
20190729T0000,6.6370173,239.1843
20190729T0100,6.6370173,239.1843
20190729T0200,6.741661,237.72437
20190729T0300,6.6887965,238.44861
20190729T0400,6.2128897,236.82149
20190729T0500,5.841233,231.95296
20190729T0600,5.5865912,225.72522
20190729T0700,5.1312766,213.07068
20190729T0800,4.792703,203.35556
20190729T0900,3.794733,198.43495
20190729T1000,3.794733,198.43495
20190729T1100,3.9849718,197.52557
20190729T1200,5.0635953,189.09027
20190729T1300,4.9030604,191.7683
20190729T1400,4.509989,183.81407
20190729T1500,4.609772,176.2686
20190729T1600,4.652956,171.34746
20190729T1700,4.3737855,169.46082
20190729T1800,4.8507733,171.70285
20190729T1900,5.223983,174.50768
20190729T2000,4.9648767,170.7274
20190729T2100,5.4083266,160.55997
20190729T2200,6.407808,157.03622
20190729T2300,7.077429,156.69511
20190730T0000,7.964923,151.50436
20190730T0100,8.2927685,146.30994
20190730T0200,8.237719,146.88866
20190730T0300,7.7201037,163.44293
20190730T0400,7.6164293,183.76404
20190730T0500,7.472616,195.52411
20190730T0600,7.539231,201.8014
20190730T0700,7.5272837,199.39781
20190730T0800,7.5133214,189.9638
20190730T0900,8.321658,184.13467
20190730T1000,9.2439165,185.58725
20190730T1100,10.965857,189.9777
20190730T1200,10.096039,196.1013
20190730T1300,10.911003,197.60463
20190730T1400,11.416217,198.91107
20190730T1500,11.818629,203.9625
20190730T1600,10.912378,206.09543
20190730T1700,10.331021,207.06111
20190730T1800,10.068764,214.47922
20190730T1900,10.060318,232.67448
20190730T2000,8.080842,229.01418
20190730T2100,9.052072,224.10483
20190730T2200,9.333809,225.0
20190730T2300,9.479451,223.29019
20190731T0000,8.786353,221.30862
20190731T0100,9.940322,216.40878
20190731T0200,10.962208,226.10881
20190731T0300,11.761377,232.2532
20190731T0400,11.732433,235.76816
20190731T0500,11.713667,238.61682
20190731T0600,11.576268,238.7816
20190731T0700,10.955364,236.16489
20190731T0800,10.244999,231.3402
20190731T0900,9.052072,225.89517
20190731T1000,9.196738,226.76239
20190731T1100,9.24554,231.14662
20190731T1200,9.200543,232.50735
20190731T1300,8.883693,238.81503
20190731T1400,8.989438,242.86487
20190731T1500,9.347192,243.98322
20190731T1600,9.861542,247.33545
20190731T1700,9.80816,249.71744
20190731T1800,9.297312,251.1753
20190731T1900,8.664871,251.14685
20190731T2000,7.5026665,248.90765
20190731T2100,6.8029404,245.69547
20190731T2200,6.762396,246.46765
20190731T2300,6.8029404,245.69547
20190801T0000,7.4249578,244.4703
20190801T0100,7.4242845,242.74467
20190801T0200,7.3430243,240.64226
20190801T0300,6.9771056,242.70044
20190801T0400,6.530697,244.61209
20190801T0500,6.2169123,244.25931
20190801T0600,6.0835843,244.69861
20190801T0700,6.1294374,241.76256
20190801T0800,6.307139,244.65382
20190801T0900,6.0728908,252.75854
20190801T1000,5.6515484,256.70142
20190801T1100,5.4341516,257.24246
20190801T1200,4.215448,247.69379
20190801T1300,4.237924,250.70996
20190801T1400,4.3566046,260.7539
20190801T1500,4.5,270.0
20190801T1600,4.491102,281.56012
20190801T1700,4.215448,292.3062
20190801T1800,3.992493,292.0679
20190801T1900,3.8600519,286.55707
20190801T2000,3.4785054,288.43497
20190801T2100,3.354102,280.30487
20190801T2200,3.667424,281.00354
20190801T2300,3.9849718,287.52557
20190802T0000,4.4598203,289.6538
20190802T0100,4.304649,300.73547
20190802T0200,4.545327,309.64417
20190802T0300,3.753665,311.7603
20190802T0400,2.8999999,316.3972
20190802T0500,2.7018511,321.00903
20190802T0600,2.4596748,333.43497
20190802T0700,2.4515302,348.23172
20190802T0800,2.5079873,355.4261
20190802T0900,2.4186773,352.875
20190802T1000,3.104835,345.0686
20190802T1100,3.7121422,332.7447
20190802T1200,2.6019223,2.202591
20190802T1300,2.8635643,347.90524
20190802T1400,3.544009,343.61047
20190802T1500,4.365776,339.9048
20190802T1600,5.2000003,337.38013
20190802T1700,6.1684685,343.03387
20190802T1800,6.760177,352.34937
20190802T1900,6.7,360.0
20190802T2000,6.328507,5.440323
20190802T2100,5.842089,6.881714
20190802T2200,5.531727,12.528793
20190802T2300,5.249762,17.74466
20190803T0000,4.753946,14.620865
20190803T0100,5.186521,19.133636
20190803T0200,5.2201533,20.170639
20190803T0300,5.0921507,19.502441
20190803T0400,5.059644,18.434952
20190803T0500,4.9335585,17.700424
20190803T0600,4.7759814,19.57312
20190803T0700,4.438468,22.520554
20190803T0800,3.4,28.07248
20190803T0900,2.9681644,32.619232
20190803T1000,2.5553863,30.579224
20190803T1100,2.3430748,39.805573
20190803T1200,2.3345234,80.134186
20190803T1300,2.3086793,85.03026
20190803T1400,2.6076808,85.60129
20190803T1500,2.5019991,87.70938
20190803T1600,1.8027756,93.179825
20190803T1700,1.5,89.99999
